tweet_text,geo_latitude,geo_longitude,hotspot_id
vamos cerro de mi vida! ❤💙 (@ estadio de los defensores del chaco - @albirrojaprensa for olimpia vs cerro porteño) https://t.co/zpadlykjxa,-25.2922371,-57.65740871,6
vamos cerro carajo 🔴⭕ (@ estadio defensores del chaco - @apfoficial for independiente fb...) https://t.co/06r442dahy https://t.co/nuyd2lsqw4,-25.2922371,-57.65740871,6
kiuboooo punta del cerro... así con improvisar los panoramas de día… https://t.co/8dzpvg9gqo,-33.41548437,-70.61732769,7
escalada con mc daddy 👊🏻💪🏻. se nos vienen nuevas rutas 🙏🏻🏔🗻🌋 #chilefit @ cerro manquehuito https://t.co/unigkkhlb0,-33.45138306,-70.64406111,7
just posted a video @ teleférico cerro san cristóbal https://t.co/mbcwqhiryd,-33.43604,-70.63537,7
desde los 1316 msnm del cerro manquehuito a esperar la primera fecha para llegar a los 3320… https://t.co/fzm8ndaema,-33.45138306,-70.64406111,7
#buenosdías vamos la t_t 🤘❤💙 @ cerro navia stgo https://t.co/fzpqevb9ch,-33.42972718,-70.74496379,7
"7:00. tras una noche lluviosa, santiago se despierta con el cerro manquehue y las nubes como… https://t.co/izzzzt6nwc",-33.45,-70.6667,7
"vista al cerro san cristobal en apu wechuraba, cerro blanco https://t.co/eorjpgwvwj",-33.41794569,-70.64616433,7
disfrutando el paisaje (@ cerro la pirámide) https://t.co/oqkpftnxyq https://t.co/ahxabenz0z,-33.38832181,-70.60176815,7
"#friyay - hike it! parque nacional la campana and cerro san cristobal santiago, chile . written… https://t.co/qjxzghwbug",-33.45,-70.6667,7
"apocalíptico atardecer. todo se quema. @ cima cerro san cristobal,… https://t.co/dvyjbggdpj",-33.42592532,-70.63322354,7
15:17 en renca incendio b2 b4 m5 q6 q8 b11 rx14 h17 b21 b22 el cerro y agua santa https://t.co/zm0cb4acht,-33.3988,-70.7114,7
feliz!! un gran apoyo para esta transición al cerro 🤘🏻 zolkanoutdoors  una 💣 -4 al dday #4days… https://t.co/rxikqlslt3,-33.3708465,-70.5068081,7
hoy venta especial hasta las 21 hrs. av. providencia 343 y en valparaíso desde mañana!! cerro… https://t.co/et2wqlhkms,-33.4356867,-70.6295427,7
este si es el funicular 📷 #instachile #chilegram #instagram #chilean #funicular 😬 @ cerro san… https://t.co/fwonkwxqq5,-33.425138,-70.632906,7
03:36 en cerro navia incendio h2 q3 b4 b6 b7 b10 lago banguelo y salvador gutierrez https://t.co/splhhdr3h0,-33.4184,-70.7386,7
gran día😎 @ jardín botánico mapulemu. cerro san cristóbal https://t.co/irmnmzo7hz,-33.41437369,-70.61999845,7
un inventito para la once...  #kuchen #pastel @ cerro navia https://t.co/7vtnp0dcne,-33.4221,-70.7449,7
cerrando un increíble fin de semana en el cerro el plomo con todo el equipo de… https://t.co/krbco738oh,-33.40126977,-70.56286317,7
"con el buen capitán américa haciendo cerro en el #suzukiclimbingtour del pasado sábado, que bien… https://t.co/7eiojkbv4y",-33.26234215,-70.62474066,7
05:33 en renca rescate de personas (10-3-2) rx8 rh12 bx21 el cerro y antofagasta https://t.co/s0s95ltwf7,-33.3981,-70.7284,7
"la caperuza es reconocida orográficamente como ""colina"" ó ""cerro"" (de no más de 300 metros). se… https://t.co/x4ch589110",-34.508611,-55.372222,8
"paseo por el cerro, encontramos una añañuca roja 😁 @ cerro la cantera, hacienda la compañía https://t.co/68jwglsexf",-28.59971428,-70.81428528,9
"mi mejor compañia💟 #kaleljahaleel 💚 @ cerro cama, la chorrera https://t.co/jrwnmuzhvt",9.026747,-79.906061,10
