tweet_text,geo_latitude,geo_longitude,hotspot_id
"feliz de verte mi elsa 💕 @ ocaña, tierra que amaña https://t.co/kk7nyo66vd",8.23606,-73.3515,4
"acaba de publicar una foto en ocaña, tierra que amaña https://t.co/wsutoiuexj",8.23606,-73.3515,4
"acumulando momentos 💫 en ocaña, tierra que amaña https://t.co/sylj8awgqt",8.23606,-73.3515,4
perritos enojados 🐶 guauguau ✨👣🙆🏻🤷🏻‍♂️🌚🌝⚡️ @nologui @ planeta tierra https://t.co/0agik6whxf,-35.2927046,-61.4101857,5
"disfruta el momento, ama y nunca dejes de sonreír 😁❤ @ planeta tierra https://t.co/l9oqa8qow6",-35.2927046,-61.4101857,5
#happyvalentinesday ❤️💞 @ mi tierra cafe &amp; bakery https://t.co/tmzolhscyv,29.42492,-98.49974,6
~ #simplyyourgayoracle ~ @ mi tierra cafe &amp; bakery https://t.co/2bzynndydt,29.42492,-98.49974,6
tierra de colores 🌎🌈 . . . el arte fotográfico es de la genia de… https://t.co/qo4ozqst4a,-23.7333,-65.4833,7
"just posted a photo @ tierra de colores, purmamarca, jujuy https://t.co/ajjyzxjjyf",-23.7458554,-65.499744,7
"purmamarca siempre vuelvo. @ tierra de colores, purmamarca, jujuy https://t.co/i3sfbohb1g",-23.7458554,-65.499744,7
"i'm at puerta de tierra in san francisco de campeche, campeche/méxico https://t.co/sutvguxbgt",19.84130043,-90.53592682,8
"...""la chula... la chulada de esta tierra  muele ma...muele masa de maíz  un mila...un milagro… https://t.co/zkj3sfewcu",19.84404542,-90.53562105,8
"i'm at puerta de tierra in san francisco de campeche, campeche/méxico https://t.co/ubybfptpfk",19.84130043,-90.53592682,8
"noche de amigos @ ica, tierra del sol y del pisco https://t.co/o8svk51rrt",-14.08781172,-75.72700219,9
"just posted a photo @ ica, tierra del sol y del pisco https://t.co/ruatzpxqxh",-14.08781172,-75.72700219,9
"just posted a photo @ ica, tierra del sol y del pisco https://t.co/3g03q12ylu",-14.07748907,-75.73813742,9
"gran inolvidable experiencia, dejar de tener los pies en la #tierra… https://t.co/nc5rxxzdpu",-38.709336,-72.586058,10
mi tierra ❤️😍🏞️ #temuco #oyequehacefrio… https://t.co/6deem6ttyl,-38.7333,-72.6,10
